DATE,CBETHUSD
2021-05-25,2719.56
2021-05-26,2883.3
2021-05-27,2736.07
2021-05-28,2408.55
2021-05-29,2284.03
2021-05-30,2373.63
2021-05-31,2693.13
2021-06-01,2642.8
2021-06-02,2697.54
2021-06-03,2852.47
2021-06-04,2700.28
2021-06-05,2632.46
2021-06-06,2718.68
2021-06-07,2607.99
2021-06-08,2517.31
2021-06-09,2605.45
2021-06-10,2471.75
2021-06-11,2352.62
2021-06-12,2375.04
2021-06-13,2515.99
2021-06-14,2583.31
2021-06-15,2540.95
2021-06-16,2371.48
2021-06-17,2369.15
2021-06-18,2232.12
2021-06-19,2165.28
2021-06-20,2252.06
2021-06-21,1893.57
2021-06-22,1880.01
2021-06-23,1967.68
2021-06-24,1992.53
2021-06-25,1816.76
2021-06-26,1827.9
2021-06-27,1972.13
2021-06-28,2086.88
2021-06-29,2166.79
2021-06-30,2271.51
